1010 100 1.01332389E+03
1010 125 1.01332392E+03
1010 150 1.01332394E+03
1010 175 1.01332397E+03
1010 200 1.01332399E+03
1010 225 1.01332402E+03
1010 25 1.01332380E+03
1010 250 1.01332404E+03
1010 275 1.01332406E+03
1010 300 1.01332408E+03
1010 325 1.01332410E+03
1010 375 1.01332414E+03
1010 425 1.01332418E+03
1010 475 1.01332422E+03
1010 50 1.01332383E+03
1010 525 1.01332425E+03
1010 575 1.01332428E+03
1010 625 1.01332431E+03
1010 675 1.01332435E+03
1010 725 1.01332438E+03
1010 75 1.01332386E+03
1010 825 1.01332443E+03
1010 925 1.01332449E+03
1010 100 1.01330309E+03
1010 125 1.01330312E+03
1010 150 1.01330314E+03
1010 175 1.01330317E+03
1010 200 1.01330319E+03
1010 225 1.01330322E+03
1010 25 1.01330300E+03
1010 250 1.01330324E+03
1010 275 1.01330326E+03
1010 300 1.01330328E+03
1010 325 1.01330330E+03
1010 375 1.01330334E+03
1010 425 1.01330338E+03
1010 475 1.01330341E+03
1010 50 1.01330303E+03
1010 525 1.01330345E+03
1010 575 1.01330348E+03
1010 625 1.01330351E+03
1010 675 1.01330354E+03
1010 725 1.01330357E+03
1010 75 1.01330306E+03
1010 825 1.01330363E+03
1010 925 1.01330368E+03
1010 100 1.01328576E+03
1010 125 1.01328578E+03
1010 150 1.01328581E+03
1010 175 1.01328583E+03
1010 200 1.01328586E+03
1010 225 1.01328588E+03
1010 25 1.01328567E+03
1010 250 1.01328590E+03
1010 275 1.01328593E+03
1010 300 1.01328595E+03
1010 325 1.01328597E+03
1010 375 1.01328601E+03
1010 425 1.01328604E+03
1010 475 1.01328608E+03
1010 50 1.01328570E+03
1010 525 1.01328611E+03
1010 575 1.01328614E+03
1010 625 1.01328617E+03
1010 675 1.01328620E+03
1010 725 1.01328623E+03
1010 75 1.01328573E+03
1010 825 1.01328629E+03
1010 925 1.01328634E+03
1010 100 1.01322385E+03
1010 125 1.01322387E+03
1010 150 1.01322390E+03
1010 175 1.01322392E+03
1010 200 1.01322395E+03
1010 225 1.01322397E+03
1010 25 1.01322376E+03
1010 250 1.01322399E+03
1010 275 1.01322401E+03
1010 300 1.01322403E+03
1010 325 1.01322405E+03
1010 375 1.01322409E+03
1010 425 1.01322412E+03
1010 475 1.01322416E+03
1010 50 1.01322379E+03
1010 525 1.01322419E+03
1010 575 1.01322422E+03
1010 625 1.01322425E+03
1010 675 1.01322428E+03
1010 725 1.01322431E+03
1010 75 1.01322382E+03
1010 825 1.01322436E+03
1010 925 1.01322441E+03
110 100 1.41178398E+02
110 25 1.41186595E+02
110 50 1.41183061E+02
110 75 1.41180440E+02
110 100 1.40882580E+02
110 25 1.40890770E+02
110 50 1.40887271E+02
110 75 1.40884630E+02
110 100 1.40675897E+02
110 25 1.40684081E+02
110 50 1.40680605E+02
110 75 1.40677952E+02
110 100 1.40074574E+02
110 25 1.40082757E+02
110 50 1.40079346E+02
110 75 1.40076647E+02
110 100 1.41657785E+02
110 25 1.41665995E+02
110 50 1.41662407E+02
110 75 1.41659817E+02
1110 100 1.11290064E+03
1110 1025 1.11290126E+03
1110 125 1.11290066E+03
1110 150 1.11290069E+03
1110 175 1.11290071E+03
1110 200 1.11290073E+03
1110 225 1.11290075E+03
1110 25 1.11290056E+03
1110 250 1.11290077E+03
1110 275 1.11290079E+03
1110 300 1.11290081E+03
1110 325 1.11290083E+03
1110 375 1.11290087E+03
1110 425 1.11290090E+03
1110 475 1.11290094E+03
1110 50 1.11290059E+03
1110 525 1.11290097E+03
1110 575 1.11290100E+03
1110 625 1.11290103E+03
1110 675 1.11290106E+03
1110 725 1.11290109E+03
1110 75 1.11290061E+03
1110 825 1.11290115E+03
1110 925 1.11290120E+03
1110 100 1.11288600E+03
1110 1025 1.11288661E+03
1110 125 1.11288602E+03
1110 150 1.11288605E+03
1110 175 1.11288607E+03
1110 200 1.11288609E+03
1110 225 1.11288611E+03
1110 25 1.11288592E+03
1110 250 1.11288613E+03
1110 275 1.11288615E+03
1110 300 1.11288617E+03
1110 325 1.11288619E+03
1110 375 1.11288623E+03
1110 425 1.11288626E+03
1110 475 1.11288630E+03
1110 50 1.11288595E+03
1110 525 1.11288633E+03
1110 575 1.11288636E+03
1110 625 1.11288639E+03
1110 675 1.11288642E+03
1110 725 1.11288645E+03
1110 75 1.11288597E+03
1110 825 1.11288650E+03
1110 925 1.11288656E+03
1110 100 1.11283258E+03
1110 1025 1.11283317E+03
1110 125 1.11283260E+03
1110 150 1.11283262E+03
1110 175 1.11283265E+03
1110 200 1.11283267E+03
1110 225 1.11283269E+03
1110 25 1.11283250E+03
1110 250 1.11283271E+03
1110 275 1.11283273E+03
1110 300 1.11283275E+03
1110 325 1.11283276E+03
1110 375 1.11283280E+03
1110 425 1.11283283E+03
1110 475 1.11283286E+03
1110 50 1.11283253E+03
1110 525 1.11283290E+03
1110 575 1.11283293E+03
1110 625 1.11283295E+03
1110 675 1.11283298E+03
1110 725 1.11283301E+03
1110 75 1.11283255E+03
1110 825 1.11283306E+03
1110 925 1.11283312E+03
1210 100 1.21255259E+03
